title,period,username,date,comment,head
pod powierzchnią,(2018-) serial TV,macius_4,04/12/2018 22:12,"Czy my oglądamy ten sam serial? Kolejna typowa TVN-owska produkcja z drewnianymi dialogami i całkowicie odrealnionymi postaciami. Nauczyciele mieszkający w willach, posiadający do tego domy nad wodą jak z bajki, policjantka biegająca dookoła i krzycząca ""kurza stopa!"", reklamy Allegro strzelane widzowi w twarz itd. itp. O zachowaniu postaci i jakiejś logice w tym co robią szkoda pisać. Przecież to poziomem przypomina jakąś ""Szkołe"", czy inny badziew. Serial, trochę ratuje Simlat, który wcale nieźle zagrał.""Pod Powierzchnią"" wyszło podobnie do ""Ślepnąc od Świateł"" i przez to doskonale widać jak gigantyczna przepaść dzieli te produkcje. ŚoŚ też nie jest pozbawione wad, ale ""Pod Powierzchnią"" to max 3/10",Zwariowaliście z tą oceną?
pod powierzchnią,(2018-) serial TV,kolczesta,25/11/2018 22:24,"To nie aktorzy, to drewna. Szkoda czasu na to gowna o kolejne w sumie z tej tv. Nie polecam dla kogoś kto chociaż trochę ma ambicje na lepsze kino",Gra aktorska 
pod powierzchnią,(2018-) serial TV,nynavee,15/11/2018 03:47,"Czy ten serial klimatem, zwrotami akcji, grą aktorską jakkolwiek przypomina Diagnozę? Bo wytropiłam, że główna scenarzystka wcześniej pisała scenariusz właśnie do tamtego serialu.Nie zrozumcie mnie źle - ja Pod powierzchnią dosłownie kocham. Jestem zafascynowana tym serialem, wyczekuję każdego odcinka, bo nigdy nie widziałam takiego tempa w rozwijaniu się patologii i dramatu w serialu. Zupełnie jakbym oglądała scenariusz napisany przez 13-letnią Anię z Zielonego Wzgórza. Tak, to niemożebnie głupie, ale jednocześnie bardzo relaksujące. Niestety pod powierzchnią ma zaledwie 6 odcinków i już mi smutno, że się kończy. Dlatego powoli szukam zamiennika.",Ja mam tylko jedno pytanie
pod powierzchnią,(2018-) serial TV,klanlpw,26/09/2018 00:52,"Proszę, powiedzcie mi, że to jakiś żart...",Okładka?
pod powierzchnią,(2018-) serial TV,anilachim_a,12/09/2018 21:30,"Niechże ktoś włączy możliwość oceny, bo to aktorstwo i realizm aż się o to proszą.",Możliwość oceny
pod powierzchnią,(2018-) serial TV,Janekkowalski2011,19/11/2018 02:26,"Zbiegi okoliczności muszą być spektakularne. Ratujesz przypadkowo napastowaną dziewczynę. Kolejnego dnia przypadkowo całujesz ją mimo, że jak widać jak bardzo walczysz aby nie zrobić czegoś więcej z młodszą o pokolenie panienką. Potem okazuje się, że jest to córka nauczyciela w szkole, w której jesteś dyrektorem. Następnie okazuje się, że panienkę będzie uczyła twoja żona. A na koniec, całkiem przypadkowo, panienka włamuje się do chatki nad Wisłą. No jakże by mogło być inaczej niż żeby to była chatka pana dyrektora od pocałunku ;-) Wiwat scenarzysta, wiwat reżyser!!! Do tego te stare dupy udające osiemnastolatki ;-) Dla mnie ten film to film opisujący kosmos w głowie scenarzysty a nie relacje między małżonkami, dziećmi, uczniami, nauczycielami. A to dopiero pierwszy odcinek. Ciekawe jakie brednie będą w kolejnych odcinkach ;-)",Kolejny serial świata fantazji naćpanego scenarzysty.
pod powierzchnią,(2018-) serial TV,Janekkowalski2011,19/11/2018 02:26,"Zbiegi okoliczności muszą być spektakularne. Ratujesz przypadkowo napastowaną dziewczynę. Kolejnego dnia przypadkowo całujesz ją mimo, że jak widać jak bardzo walczysz aby nie zrobić czegoś więcej z młodszą o pokolenie panienką. Potem okazuje się, że jest to córka nauczyciela w szkole, w której jesteś dyrektorem. Następnie okazuje się, że panienkę będzie uczyła twoja żona. A na koniec, całkiem przypadkowo, panienka włamuje się do chatki nad Wisłą. No jakże by mogło być inaczej niż żeby to była chatka pana dyrektora od pocałunku ;-) Wiwat scenarzysta, wiwat reżyser!!! Do tego te stare dupy udające osiemnastolatki ;-) Dla mnie ten film to film opisujący kosmos w głowie scenarzysty a nie relacje między małżonkami, dziećmi, uczniami, nauczycielami. A to dopiero pierwszy odcinek. Ciekawe jakie brednie będą w kolejnych odcinkach ;-)",Kolejny serial świata fantazji naćpanego scenarzysty.
ślepnąc od świateł,(2018-) miniserial,Piter78,27/10/2018 10:15,"Super serial, super zagrana rola Frycza",Petarda! 
ślepnąc od świateł,(2018-) miniserial,marckoza,28/10/2018 00:40,ludzie...,Ależ ten główny aktor drewniany
ślepnąc od świateł,(2018-) miniserial,matt80,28/10/2018 11:59,"Obejrzałem prawie jednym ciurkiem i jestem zachwycony. To jest nowoczesny, wciągający i atrakcyjnie zrealizowany serial. Polski serial. Owszem, są drobne potknięcia, ale całość robi ogromne wrażenie. Z góry mówię że książki nie znam i poprzednich produkcji pana Skoniecznego nie widziałem. Widzę jednak że warto się tym zainteresować jak również książki pana Żulczyka zakupić. Świetna jest tu historia, bo mamy klasyczny i wciąż atrakcyjny motyw znalezionej w lesie przez osoby niepowołane torby z fantami, a cała konstrukcja serialu oparta jest o nocną ""pracę"" dilera celebrytów, polityków i bananowców. Jest to idealny materiał na serial, no i właśnie takie coś dostaliśmy. Rewelacyjnie są wszystkie te sceny gdy Kuba odwiedza klientów, wątek posła wgniata w fotel. Sprawa z walizką ładnie się rozkręca i od mniej więcej połowy serialu robi się ostra jazda, a bohater przechodzi przemianę. Są zwroty akcji i nawet jeśli niekiedy przewidywalne (koniec 7 odcinka) to i tak robią duże wrażenie (i jeszcze ta dziecięca piosenka). Aktorzy spisali się na medal, zwłaszcza pan Frycz który kradnie wszystkie sceny w których się pojawia. Grający głównego bohatera Nożyński ma jeszcze sporo braków, gra sztucznie, ale nie dziwię się że akurat jego wybrano. Ten chłód i opanowanie, ten wygląd ala Craig skrzyżowany z Chyrą - tak właśnie wyobrażałem sobie dilera celebrytów :) Pochwalić też muszę postać rapera Pioruna graną przez reżysera, wszystkie jego sceny to czysta poezja i beka nieziemska. Pięknie wyśmiano to całe pozerstwo i gangsterkę z podwórka. Zdjęcia Englerta bardzo dobre, zwłaszcza sceny zbiorowe gdy kamera zagląda na dyskoteki, wesela i prywatki. Dźwięk zaskoczył mnie bo rozumiałem 99% dialogów, chyba tylko trzy razy musiałem włączyć napisy i cofnąć kilka sekund. Na koniec pochwalę użyte w serialu piosenki, za to chyba dam największego plusa. Słyszymy m.in. Kazika na żywo, Myslovitz i Siekierę! Wszystko odpowiednio dopasowane do wydarzeń. Brawo! No i BMW, muszę o tym wspomnieć bo rzadko się zdarza by w polskiej produkcji tak fajnie wykorzystano samochód, po amerykańsku można powiedzieć :) To piękne BMW Kuby jest po prostu jednym z bohaterów serialu. Chcę takie autko :)Wady serialu? Za dużo dziwacznych wstawek z Ukrainy. Rozumiem na początku pokazać sen bohatera, ale później jest tego za dużo i męczy, przeszkadza w oglądaniu. Scenki z rajskiej Dominikany już mi tak nie przeszkadzały, ale ich też było za dużo. Podsumowując:Plusy:-Ciekawa, spójna i wciągająca historia-Główny bohater-Aktorzy: Frycz, Więckiewicz, Chabior, Malikowska-Bardzo ciekawa postać kobieca (brawo pani Malikowska)-Polskie piosenki które uwielbiam!-Raper Piorun i jego sceny-Cycki i porządne sceny sexu-Słychać 99% dialogów-Zdjęcia-BWM-Humor który lubięMinusy:-Za dużo psychodelicznych wstawek-Czasem jakiś drewniany dialog-Niedopracowane efekty specjalne, np. odjazd bohaterów z pożaru, sam pożar wcześniej pokazany dobrzeOcena: 9/10 i serduszkoHBO robi to dobrze, do tej pory za ich najlepszą polską produkcję uważałem Watahę, teraz będę wielbił Ślepnąc od świateł. Zobaczymy co przyniesie 1983 Netflixa, choć po trailerze jestem nastawiony sceptycznie. Telewizja reżimowa nie chce robić porządnych seriali ale mam nadzieję że się to jednak zmieni (jak przyjdą kiedyś zmiany). Mają przecież na koncie rewelacyjnego Glinę, Pitbula (pierwszy sezon) czy Ekstradycję. Mają ogromne możliwości i doświadczenie, a kręcą jakieś gówienka.",Rewelacja! Takie polskie seriale chcę oglądać!
ślepnąc od świateł,(2018-) miniserial,Tuners,29/10/2018 12:54,Kuba to prawie jak Ryan Gosling w Driverze :D,"Też macie wrażenie, że"
ślepnąc od świateł,(2018-) miniserial,atom75,05/11/2018 08:53,"Kolo-diler jezdzi przez pol serialu BMW5 (zeby sie nie rzucac w oczy) i glownie przez jeden most ale jak jezdzi to jest ok gorzej jak sie odezwie. Problemy, w ktore wpada glowny bohater sam sobie stwarza. Scenariusz sklada sie do kupy ale nie wciaga, nie ma zadnych zagadek, niejasnosci, wszystko proste jak drut. Relacje bohatera z postaciami suche, nie wciagaja zwiazek z Pazdzina czy ta ruda laska bez zadnych emocji. Calosc sprawia wrazenie na maxa wystylizowanej i zrobionej na sile. Dobrze pokazane troche modnej Warszawki, to na plus. Postacie stereotypowe, gra przecietna oprocz Wieckiewicza, Frycza i Chabiora i ""Maluch"", nad ktorymi rolami wszyscy sie zachwycaja. To sa dobrzy aktorzy, z charakterystycznymi rolami, ktorzy na tle reszty wypadaja jeszcze lepiej. do tego pseudo-intelektualne przemyslenia bohatera, zwizualizowane słabymi niestety efektami (rozumiem, ze nie bylo pieniedzy na lepsze). Raz jacys blizniacy ""O dwoch takich co ukradli ksiezyc"", raz jacys kolesie jak z MadMaxa, jakies wstawki z Prypeci, sztuczna czarna woda, raz rodzice jedzacy tofi, to znowu wyspa i wystylizowane zycie w tropikach, czego tu nie ma. Nie rozumiem zachwytow nad tym serialem, troche wyszla tak męczybuła.",Pusty jak wydmuszka ...
ślepnąc od świateł,(2018-) miniserial,S2S,06/11/2018 01:54,"Serialowy Kuba, został dobrany celowo i właściwie. HBO przez trzy miesiące sprawdzała jego możliwości i wybrano dokładnie to, co chciano uzyskać. Dlaczego? Nożyński jako amator miał równocześnie ""grać"" i ""nie grać"" perfekcjonistę, pozbawionego emocji, który pozornie kontroluje wszystko i prowadzi dobrze skonstruowane życie. Kuba dobrze ""wymyśla siebie"". Sens takiej kreacji, doboru beznamiętnego, nieco drewnianego amatora, ujawnia się właśnie wraz z genialnym zakończeniem serialu w ostatnim odcinku. Dario (Jan Frycz) rozszyfrowuje, nieprzystającą, niezrozumiałą dla wielu ""ludzi z miasta"" postać. Przenikliwie dokonuje swoistej egzegezy postaci Kuby, zrywa z niego maskę, odkrywa prawdę o nim (posługując się cytatem z książki, odkrywa, że w istocie Kuba ""jest zwykłym flaczkiem"", ""zwykłym chłopaczkiem"", ""zwykłym zasmarkanym dzieciakiem""). Właśnie to piorunujące, nieoczywiste zderzenie w finale: Daria, człowieka starej szkoły, wcielenia autentycznego zła oraz Kuby (""który wymyślił siebie, wymyślił, że będzie taki zły"") stanowi kwintesencję finału. W ostatnim odcinku, dostajemy w pigułce klucz interpretacyjny, do całego utworu. ""Trzeba wejść w prawdę"". To prawda o serialowym (fałszywym) Kubie, to także w pewnym sensie, prawda o mieszkańcach Warszawy i ich fałszywych maskach perfekcjonistów. O ich pięknych mieszkaniach na pokaz, prosto z katalogu i prawda o brzydkiej, starej chałupie Daria. To prawda, o wegańskich potrawach trzymanych w lodówkach i ontologii zła wcielonego, które jest Prawdą, trzymającą w lodówce kałasznikow. Pozdrawiam ciepło.","Do wszystkich piszących, że Kuba gra ""drewnianie"". Jaki jest tego prawdziwy sens?"
ślepnąc od świateł,(2018-) miniserial,marinelle,28/10/2018 08:50,"Strasznie drewniane aktorstwo, główny bohater jakby czytał z kartki, wszystko jedną intonacją jak robot. Dramat, nie spodziewałam się tego po takiej produkcji :(",aktorstwo...
ślepnąc od świateł,(2018-) miniserial,Filmoman_07,26/10/2018 17:33,Czy wy też zauważyliście podobieństwo głównego bohatera do Craiga?,Podobny
ślepnąc od świateł,(2018-) miniserial,riven,11/11/2018 11:49,"Zauważyliście, że cała akcja w sali weselnej w ostatnim odcinku to jedno długie ujęcie? Takiego master shota w polskiej telewizji chyba jeszcze nie było :-) realizacyjny majstersztyk.",Scena wesela
ślepnąc od świateł,(2018-) miniserial,clavier,27/10/2018 23:53,"Bo mi po pierwszym odc. zrobiło się ujowo na duszy i poza tym nic z tego nie wynikło. Biedny diler niezrozumiany przez świat i historię wpadł w depresję, a potem było jeszcze gorzej. Nie wiem może po prostu ten Żulczyk działa mi na nerwy. ps. Zwiastun bardzo dobry.",kiedy wreszcie znudzi się ta pomroczna patola? 
ślepnąc od świateł,(2018-) miniserial,anthony1000,28/10/2018 21:39,"Główna rola - absolutne drewno. Oczy bolą. Wszystkie sceny bez głównej postaci chce się oglądać, dopóki się nie pojawi.",Szkoda
ślepnąc od świateł,(2018-) miniserial,TheSzcz,18/11/2018 08:39,"Czy tylko ja mam wrażenie, ze cały ósmy odcinek był zrobiony tak, żeby nam pokazać, że Dario to Kubuś? To znaczy, Dario jako prawdziwa postać zginął w lesie, zakopany pod ziemia, natomiast w ostatnim odcinku sezonu, gdy widzimy go na ekranie, jest on jedynie wymysłem Kubusia. Już tłumaczę: - w scenie, kiedy dowiadujemy się o tym, ze Dario rzekomo przeżył zakopanie w lesie, reżyser próbuje nas naprowadzić na złe tory - widzimy postać przy stole łkającą i żalącą się nad swoim losem, która swoją aparycją niemal krzyczy, ze to musi być komendant policji (Marek?). Okazuje się jednak, ze to ktoś nam anonimowy. Jak dla mnie jest to puszczenia oczka od reżysera do widza, żeby zaczął się pilnować i nie wierzył we wszystko od razuscena otwierająca serial przedstawia nam Kubusia, gdy przez paręnaście sekund patrzy na coś w oddali - widzimy jego plecy. Na początku drugiego odcinka zaś widzimy również przez paręnaście sekund kogoś innego - Daria (i to jego twarz!). Sumując te dwa obrazy mamy jednego człowiekaw piwnicy Stryj mówi tylko do KubusiaDario rozmawia tylko z Kubusiem „Były pruszkowski” pojawia się jako najwyższy kapłan w wizjach Kubusia Dario w czasie rozmowy z Kubusiem usilnie próbuje mu coś wytłumaczyć - żyje we własnej kreacji, coś sobie wymyślił, trzyma się swojej wizji, a powinien w końcu dostrzec prawdziwe ja i się z nim nie kryć. Mówi mu także coś w stylu „prawda cię wyzwoli”Kubuś w areszcie, gdy w końcu odezwał się do policjanta narwańca, chce go sprowokować i mówi coś w stylu „przestań zaprzeczać temu, ze lubisz chłopców” - przepraszam, nie pamietam dokładnego cytatu, ale ta kwestia jest potem powielona przez Daria w stosunku do samego Kubusia (aczkolwiek bez wstawki o chłopcach :D) Dario to Deus ex machina - nie wiadomo co się z nim dzieje, ale nagle się pojawia, jest wszystkowiedzący i doskonale przygotowany. O ile w odcinkach 1-7 mogliśmy to wytłumaczyć dużą liczbą kontaktów, tak w odcinku ósmym staje się to kompletnie surrealistyczne i kuriozalne. Skąd niby Dario się dowiedział o oszpeceniu Pauliny? Dlaczego ma wiedzę, ze Kubuś tak naprawdę nie chciał mieć nic wspólnego z tą torbą ( i dlatego go traktuje tak dobrze)? Mamy wykluczające się w odcinku kwestie bohaterów - facet z telewizji twierdzi, ze zapłacił kaucje za Kubusia, natomiast potem o tym samym mówi Dario. Od Mariusza F. wiemy także, że ponoć Paulina dostała za spełnienie swojego zadania paręnaście tysięcy i zafundowane wakacje, natomiast sama zainteresowana twierdzi, ze zrobiła to dla brata, bez własnych korzyści Niejako kontynuacja punktu poprzedniego - odkąd Kubuś zaczął walić szczury, stał się niewiarygodnym narratorem. On jest naszym źródłem wiedzy o historii, która się toczy - retrospekcje to ciekawy zabieg, ale zawsze są wtedy, kiedy ktoś coś Kubie opowiada. To Kuba jest główną postacią i to z jego perspektywy są przedstawiane wydarzenia. Z jednym wyjątkiem - akcja pokazywana z relacji Daria (drugi odcinek). Co za przypadek! Wracając jednak do niewiarygodnego narratora. Po zażyciu kokainy Kuba zaczyna mieć wizje także „w rzeczywistości”, widzi swojego martwego kolegę, czyta dziwne napisy na billboardach albo „zabija” Malucha. Od momentu wciągnięcia przez Kubusia pierwszej kreski właściwie nie możemy być pewni tego, ze to co widzimy na ekranie jest prawdziwą wersją wydarzeń. Kolejną rzeczą, która może to potwierdzać jest reakcja Paziny. Osobiście wątpię, żeby nagle w Boże Narodzenie porzuciła swojego statecznego wybranka na rzecz gangusa-dilera, który dzień wcześniej zrobił jej burdel w domu i groził jej bronią. Witając się z Paziną pod lotniskiem, Kuba otrzymuje telefon. Wydaje się rozmawiać z Paziną w nieskończoność, a telefon ciągle dzwoni, dzwoni, dzwoni... a kiedy Kuba wreszcie odbiera połączenie to słyszymy coś, co jest jakby marnym syntezatorem głosu Daria. Po krótkiej rozmowie nasz diler wyrzuca aparat i krzyczy coś w stylu „ty nie istniejesz” - no pewnie, bo to tylko twój umysł, Kubuś :P Deszcz w ostatniej scenie może symbolizować po prostu przejście Kubusia na zła stronę mocy - o ile wcześniej handlował narkotykami, tak miał zachowany jakiś kodeks moralny, a teraz najwidoczniej zlecił zabójstwo szefa, zabił Stryja i stał się „prawdziwym mężczyzną”, tak jak to mówi Dario. Poza tym, zostawia za sobą Warszawę, więc jej los jest mu obojętny - to miasto może nawet i zatonąć, nie będzie to miało już na Kubusia wpływu, wszak wszystkie sprawy już załatwił No i właśnie to mi przypomniało jeszcze jedną rzecz - na początku serialu Kubuś mówi, ze przed wyjazdem doprowadzi wszystkie sprawy do końca, a Dario prowadząc Kubusia do swojego domu mówi mu, ze nigdzie nie wylatuje, dopóki nie załatwi wszystkiego Mam nadzieję, że w miarę to przejrzyste i łatwe w zrozumieniu",Wyjaśnienie 8 odcinka - teoria o głównym bohaterze
ślepnąc od świateł,(2018-) miniserial,MichaelCorleone,06/11/2018 22:30,I już mi się nie podobasz piękniś.,Ale to nie do mnie tak. Do mnie nie.
ślepnąc od świateł,(2018-) miniserial,loopfer,27/10/2018 22:59,"Pierwszy polski serial, ktory wyglada i oglada sie tak dobrze, jak inne tego typu produkcje z eu. Na pewno stanie sie hitem. Idealnie oddaje swietna ksiazke. World class, chapeau bas !!",arcydzielo
ślepnąc od świateł,(2018-) miniserial,mako232,25/09/2018 18:05,Książka to mistrzostwo świata,Książka to mistrzostwo świata
ślepnąc od świateł,(2018-) miniserial,daniel_k,29/10/2018 11:55,"Scena z podkładem Myslovitz wgniata w fotel. Zagubienie ludzi pokazane w jednym obrazku, oglądałem chyba z 5 razy takie na mnie zrobiła wrażenie",Scena
ślepnąc od świateł,(2018-) miniserial,ocw_premiers69,06/11/2018 22:10,"w mojej skromnej ocenie- ten serial jest bardzo przeciętny. od tych wszechobecnych ""ochów"" i ""achów"" dałem się skusić na produkcję HBO...szczerze, nie znalazłem w niej niczego ciekawego. Żadna rewelacja, jak to określa spora część filmwebowego forum.",czy tylko ja nie rozumiem na czym polega ten ogólny zachwyt nad tą produkcją?
ślepnąc od świateł,(2018-) miniserial,weronikakur,28/10/2018 16:45,"Gra aktorska mistrzostwo! Debiutancka rola Nożyńskiego perfecto! Klimat robi swoje, dialogi godne zapamiętania, dźwięk - w końcu można zrozumieć każde słowo, co jest rzadkością. Wciąga od pierwszego odcinka.",Majstersztyk!
ślepnąc od świateł,(2018-) miniserial,bambom,25/11/2018 15:26,Połowa mniej przekleństw i dałoby się spokojnie oglądać. A tak to razi. Ja rozumiem ze to męski dość serial ale bez przesady,Jak zwykle za dużo bluzgów
ślepnąc od świateł,(2018-) miniserial,Bodeha,28/10/2018 18:50,"Frycz - absolut 10/10 chyba jego najlepsza rola ever.Nożyński gra młodym Chyrą z Długu 9/10 bardzo udana kreacja.Chabior jak to Chabior czyly najlepiej :)Reszta ok oprócz kompletnie od rzeczy Pokrzywińska- debiut w takim serialu? kto to wymyślił, straszne drewno.Serial to dużo artystycznych metafor, dużo brudu, ogrom przemocy, zła i agresji, czarna ciemna strona warszawki. Mocny wyraźny, który długo pozostaje w pamięci, ale nie dla wszystkich.",Dobry
ślepnąc od świateł,(2018-) miniserial,Archie_3,06/11/2018 10:39,Jak interpretujecie zakończenie?,Zakończenie
ślepnąc od świateł,(2018-) miniserial,Matteuush,28/10/2018 02:12,Przestały mnie już nawet dziwić wyniki ostatnich i poprzednich wyborów na prezydenta Warszawy ;),Warszawka pokazana w pełnej krasie.
ślepnąc od świateł,(2018-) miniserial,raffaello_od_ferrero,08/12/2018 01:15,Coś niesamowitego !,Jan Frycz zagrał rolę życia.
ślepnąc od świateł,(2018-) miniserial,raffaello_od_ferrero,08/12/2018 01:15,Coś niesamowitego !,Jan Frycz zagrał rolę życia.
